,label,text
27,gadgets,"Baidu¡¯s DuerOS is essentially China¡¯s Alexa. Over the course of the last few years, the company has built a voice assistant and an ecosystem of hardware partners that, for the most part, cater to the Chinese market. At CES this week, the company talked a bit more about its own first-party smart speaker: the oddly compelling Raven H, which looks nothing like what you imagine a smart speaker would look like. In addition, though, it also showed off the popIn Aladdin, a dome light with a built-in projector that the company specifically designed for the small apartment you find in countries like Japan.Baidu developed the light/projector together with smart projector maker XGIMI and Baidu Japan¡¯s popIn brand. It¡¯s kind of ingenious when you think about. In a small room, you may not have the necessary space for a projector and speaker, but with the Aladdin, you get both, plus a voice-enabled smart speaker that hangs from your ceiling.The Raven H, too, is similarly unusual in that it looks like a stack of LEGO bricks, but with a thin, removable top that functions as a standalone voice assistant with a touch-enabled, highly low-res screen on top.That removable display also fits on the even odder Raven R, which is a robot with an articulated arm that can dance to your music and, the company told me, locate you in space and always aim its microphone in your direction as you move around the room. There seems to be more to this, but the Raven R isn¡¯t quite ready for prime time yet and won¡¯t go on sale until later this year.Together with its partner Little Fish, Baidu also brought an Echo Show-like smart display to CES, as well as a smart lamp from Sengled.As Kun Jing, the general manager of Baidu¡¯s Duer business unit told me, the company is looking to Japan for its first major international expansion of DuerOS because it already optimized its assistant for the acoustics of small rooms. It doesn¡¯t look like Baidu is planning to bring its software and hardware to the U.S. anytime soon, though. Jing argued that this isn¡¯t so much a question of language support as that Baidu doesn¡¯t think its products will work well in large American homes."
28,gadgets,"Lacrosse is a physically demanding sport under the best conditions, but inclement weather adds frozen hands to the mix. Samantha Wolfe had enough of it and, as a 14-year-old freshman, thought, ¡°why not make a heated stick?¡± Three years later, her idea has become a reality ? the FingerFire lacrosse stick ? and is being tested right now by teams in colder climes.Wolfe goes to school in New York, and explained the rather self-evident problem when I visited her booth at CES.¡°It gets so cold that even with gloves, your fingers get numb,¡± she said. She told her dad (who was also at the booth) at the time, why don¡¯t they make sticks that warm your hands? It would sure make the games a lot more bearable.Seems logical. But searching found no such thing, and eventually the Wolfes decided to take matters into their own hands, so to speak. They worked with a product design house Enventys Partners to do the engineering and prototyping, and it ended up being a two-year process to make the thing.¡°It took us about ten months just to test different heating methodologies and looking at the tradeoffs among weight, heat and duration,¡± Wolfe explained, writing on the FingerFire site.All self-funded, of course. VC firms don¡¯t take a lot of meetings from high school kids.Eventually they arrived at the current version, which keeps two hand-size sections of the stick at a steady 100 degrees F for an hour and a half before needing a recharge via USB. It¡¯s been tested for durability and safety (can¡¯t have sticks blowing up mid-game) and for the ideal temperature (earlier versions weren¡¯t hot enough).I tried it and, while it wasn¡¯t exactly comfortable in the heat and crush of CES, I can definitely say I wouldn¡¯t mind having it if I were playing in freezing temperatures.Now the stick is set for testing this season by Division I teams at the University of Maryland, Syracuse and Johns Hopkins. (Don¡¯t worry, there¡¯s no rule against it ? the US Lacrosse governing body approves.)The goal is to get a manufacturing partner or sponsor, perhaps via word of mouth once champion teams see the utility of having a heated stick. Currently each team will have four to test, but a set of a dozen or two wouldn¡¯t be too hard for a sponsor like Adidas or Under Armour to swing.It¡¯s an inspiring story to see someone pursuing a dream of invention like this from such an early age, especially a young woman, of which there is far too small a number in the worlds of engineering and hardware startups.¡°My passion is for all girls to feel that when they are playing lacrosse they have the fire and confidence in them to play their best,¡± writes Wolfe. On the field and off!"
29,gadgets,"It turns out that in case of a fire in your home, a closed door is the best barrier against spreading smoke, heat and flames. But who¡¯s going to run around the house shutting doors? LifeDoor is a simple gadget that sits on your doors¡¯ hinges and closes them automatically (and gently) when smoke is detected. It¡¯s kid safe and firefighter approved.I talked with LifeDoor¡¯s Ben Docksteader and Joel Sellinger on the show floor at CES, where they¡¯re showing off the latest prototype of their self-designed home safety device.It was inspired by knowledge widespread among firefighters but less known among ordinary folks that deaths from smoke inhalation, toxic and superheated gases and heat are effectively mitigated just by closing a door. UL has been trying to spread the word over the last few months following some studies showing the effectiveness of this simple countermeasure.(If nothing else, it¡¯s worth taking away from this post that closing the door is a good idea in case of fire.)LifeDoor is quite simple, really: The device, about the size of a paperback (now ? future versions will be smaller), is installed in seconds by dropping it into the hinge of any ordinary door and attaching it to the door itself with screws or double-sided tape.The gadget is primed by opening the door, which works as normal, and then waits until it hears the distinctive, standardized 85 decibel tone of a triggered smoke alarm. If that happens, it pushes the door closed. It also lights up the room and sends out its own alarm in case someone didn¡¯t hear the first one.It¡¯s such a practical idea that Docksteader¡¯s business partner, himself a firefighter in the Pacific Northwest, thought he could just go out and buy one ? but instead found no such product exists, or at least not one that ordinary humans could install easily in their homes. So he and the team decided to make it.They¡¯re totally self-funded, Docksteader said: ¡°We called in every favor we could. Our biggest contributor was actually other firefighters.¡± They¡¯re hoping to raise more money in the near future to cover manufacturing costs, but the design is nearly finalized and as far as I could tell from the demo, it worked like a charm.The team is well aware of the obvious worries. Could it slam on a kid or hand and hurt them? ¡°We do tests where we put our fingers in the door ? makes sense we should be the ones to take the risk,¡± Docksteader said. It has to be hard enough to close the door but no harder than that.Could a kid get trapped in a room when the door closes on them? The door doesn¡¯t really take any more effort to open than normal, so any kid that can open it in the first place can get out, and any kid that can¡¯t will be safer in an enclosed space.The battery should last 18-24 months if you¡¯re testing your smoke detector regularly (which would of course shut all the doors equipped with the device), and they¡¯re working on improving that.They¡¯re also planning on Z-Wave smart home integration, which could in the future help provide other information, such as whether anyone¡¯s in the room, where the fire started and so on.The plan is to ship in the fall, and pre-orders will open soon. As always with pre-orders, use your own discretion, but to me a handful of these would be a no-brainer if I owned a house. Sellinger told me firefighters love it, which is about all the recommendation you need. If you¡¯re interested, you can get half off using CES2018 as a promo code ? and no, they didn¡¯t pay me to say that. If something as simple as closing a door could save a life and a fortune, I¡¯m behind a gadget that does it for you."
30,gadgets,"This is Mobile Suit Gundam in real life. A company called?Furrion created this monster of a mech. It¡¯s called Prosthesis and I need one in my life.The Prosthesis is an exoskeleton that weighs 8,000, has a top speed of 20 mph, and the company says the battery can power the mech for an hour. And this thing is for real. Watch the video above.This isn¡¯t a robot. It¡¯s an exoskeleton that requires a driver. Furrion envisions a fleet of these things, competing in a racing league.Furrion has been around since 2004 and mostly makes high-end appliances and luxury electronics. There¡¯s no word on pricing, but like most things, if you have to ask, you can¡¯t afford it."
31,gadgets,"Consumers are starting to give Alexa¡¯s voice apps, called skills, more of their attention. During CES this week ? where Amazon is battling for attention with Google Assistant across the consumer technology spectrum on display here ? the company detailed a few new numbers related to skill adoption and new ways they¡¯re helping consumers find skills they¡¯d like.While Amazon a few days ago noted in a blog post that Alexa now has more than 30,000 skills available worldwide, it hasn¡¯t shared much in terms of whether the skills are actually seeing much use.The company still isn¡¯t sharing hard numbers related to skill installs, or day-to-day usage, but it is offering at least a tiny peek under the curtain.According to numbers shared by vice president of Alexa Voice Services and Alexa Skills at Amazon Steve?Rabuchin at CES, Amazon last year launched over 100 tools and features aimed at skill developers, and skill usage is now on the rise as a result of the improvements in developer technology.Specifically, skill engagement has increased by 50 percent year-over-year, and it¡¯s up nearly 75 percent since last January.Now, Amazon is focusing on making sure the ecosystem rewards skill developers for their efforts, while better exposing skills to end users, as well.The company has paid out ¡°millions¡± to developers in 22 countries, including the U.S., the U.K. and Germany, since the launch of the rewards program in May, which pays top skill developers for building engaging skills.It also added in-skill purchases and subscriptions.Amazon last fall rolled out new ways to help consumers find those skills, too. For example, Alexa learned how to suggest skills to Echo owners when they asked a question that the assistant itself couldn¡¯t do. (Yes: ¡°there¡¯s a skill for that.¡±)¡°When you ask for something, even if you don¡¯t know there¡¯s a skill there, we try to match that skill to your request so you¡¯re not left with an unfilled request,¡± Rabuchin said. ¡°Over time, you shouldn¡¯t have to think about the skill, or know how to use it, you should just be able to talk to Alexa.¡±In more recent days, Amazon expanded its ability to recommend skills even further.¡°There¡¯s certain games when you finish the game, we will suggest another game,¡± he said. ¡°So far, it¡¯s been relatively well-received by customers¡¦it¡¯s no different than when you¡¯re on Amazon shopping ? you¡¯re looking at a camera, and [the site informs you] people who liked this camera also looked at these other cameras,¡± Rabuchin added.Skills, of course, aren¡¯t Alexa¡¯s only capabilities. At CES, Amazon is pushing its way into the smart home space, too.Heading into CES, there are more than 50 third-party Alexa-enabled devices available to customers, with many more coming, and there are?more than 4,000 smart home devices that can be controlled with Alexa, from more than 1,200 unique brands, Amazon also told us.Customers have connected tens of millions of smart home products, as well."
32,gadgets,"As it stands right now, Apple is absolutely dominating the smart watch market. But that hasn¡¯t stopped other entrants from trying their hand, or wrist, in the space.Most recently, Kate Spade New York has introduced a new line of smart watches in collaboration with Fossil. This is part of a larger push by Fossil Group to launch smart watches across as many brands as possible, as announced in August.The Kate Spade models were announced today at CES, and all share the same name: the Kate Spade New York Scallop Touchscreen Smartwatch. It just rolls off the tongue, right?All of the watches are powered by Android Wear 2.0 and have 1.2-inch, circular OLED displays as well as an ambient light sensor. Styles include a rose gold watch case with a bracelet, a rose gold watch case with a leather strap, and a yellow gold colored watch case with a black strap. That said, all three models are made of stainless steal.The Kate Spade scallop, a distinctive feature across a number of Kate Spade products from bags to clothing to iPhone cases, is featured on the face of the watch.But this isn¡¯t just an aesthetic play. The new models will come with exclusive watch faces, including an NYC taxi speeding off and an eyelash blink if you have a new notification.The watches also come with an app that asks you what color you¡¯re wearing and automatically changes the watch face color to match your outfit. As expected with Android Wear 2.0, the new Kate Spade watches are equipped with a microphone to let you chat it up with Google Assistant.On the other hand, these are not built for fitness junkies, with no heart-rate sensor or built-in GPS. Also missing is an NFC chip for mobile payments.These new models start at $295, with the bracelet version going for $325, and the watches should ship in mid-February."
33,gadgets,"The wireless charging movement is getting one more boost today, this time from the world of gaming. Razer, the tech giant that has built a brand (and very loyal following) as a gaming-first hardware company, is announcing HyperFlux, a new wireless power technology that will be making its first appearance a new mouse, the Razer Mamba HyperFlux, and a corresponding power mat.Priced at $249.99 (¢æ279.99) the mouse and matt will be launched in Q1 of this year.The decision to opt for a mouse is interesting for a couple of reasons. The first is that the mouse is the product with which Razer ? which went public last year in Hong Kong, and now has a market cap of around $4.7 billion ? first made its name several years ago.The second is that the reason it was Razer¡¯s first big peripheral, and remains a key item, is because of its central role for gamers. I¡¯m guessing that if adoption of it takes off ? along with a general growth of wireless charging overall ? we might see Razer adding more products into the mix.While Razer is not known for making entirely new products that no one has ever seen before, what it¡¯s generally very good at is building and optimizing typical hardware in a way that makes it especially useful and appealing to gaming enthusiasts (and in particular those who are already Razer fans).That is the case with the HyperFlux, too. Razer said it has built it using a magnetic field to transfer power to the mouse in real-time, rather than charging a battery, as many other wireless architectures are built today (for example for phones). This means that the mouse is lighter, and moves faster, making it especially good for gaming.Razer claims the wireless charging sans-battery is a world-first.¡°While other companies have attempted to do wireless charging for mice, they have been unable to achieve true wireless power as their mice still need a battery to be charged. HyperFlux Wireless Power Technology is a game changer in the world of wireless gaming,¡± said Min-Liang Tan, Razer co-founder and CEO. ¡°Gamers are no longer held at the mercy of a battery or cable. Instead, there will be true wireless freedom with a cordless gaming mouse that¡¯s the same weight as a wired mouse.¡±Announced during CES in Las Vegas, the new HyperFlux-equipped mouse also uses Razer¡¯s Adaptive Frequency Technology for its signal strength, which Razer says is more stable. Other features include a 16,000 dots-per-inch (DPI) 5G optical sensor for finer movements. The mat, meanwhile, is two-sided to allow for faster (hard side) or finer, slower (cloth side) movements. It¡¯s also equipped with Razer¡¯s now ubiquitous Chroma lighting for colour effects that match the rest of Razer¡¯s kit.Razer also uses the show to show off concept ideas that may or may not ever make it to the market but are interesting to consider as reference ideas where Razer is playing with themes that it might eventually use elsewhere.This year it¡¯s showing off something called Project Linda, which is a laptop with a built-in cradle for the Razer phone in place of a mousepad (the Razer phone being the new device launched last year after Razer acquired Robin-maker Nextbit). The cradle charges the device, uses it as a touch-pad for the laptop and presents it as an extension of the screen. The idea might appeal to those who are all-Razer in their hardware choices, and would be an obvious way for Razer to lock more people into their ecosystem.It¡¯s also showing off a new line of speakers that it is calling Nommo, specifically Razer Nommo and the higher-end Razer Nommo Pro.Unlike the rest of what we seem to be seeing today, these are not ¡°smart¡± speakers that respond to your voice commands, but are instead focused on sound quality that is optimised for the gaming experience.In the case of the Nommo Pro is a?THX Certified, 2.1 speaker system with Dolby Virtual Speaker ¡°technology for gaming immersion¡± that will sell for $499.99/¢æ579.99. The Razer Nommo? is the more moderately priced alternative at $99.99/¢æ109.99, and a second version featuring Razer¡¯s Chroma lighting at $149.99/¢æ169.99.¡°We created the Razer Nommo line as an ultimate entertainment speaker line for gaming, movies and music,¡± says Min-Liang Tan, Razer co-founder and CEO. ¡°There is a common perception that gaming speakers don¡¯t have quality audio. The Razer Nommo line changes that once and for all.¡±The speakers are coming on the market this month."
34,gadgets,"August Home, the smart lock startup that was acquired by lock giant Assa Abloy in October last year, is stepping up its delivery game. At CES today, the company announced a service it¡¯s calling August Access, where retailers can work with August and its partner Deliv to open your front door and bring packages directly into your home when you are not there, if you use a smart lock from August, Emtek or Yale (two other Assa Abloy brands).The service ? launching first in the US ? is getting a new branding today, and a new platform open for business, but it is not completely new: it¡¯s an extension of a service August first announced with Walmart in September, just weeks before its acquisition.August Access may sound familiar for another reason: it was the name of August¡¯s partner platform that it launched back in 2015?when it first started to play around with the idea of trusted providers that might be allowed into your home without you answering the door.It seems that the deal with Walmart and August¡¯s own acquisition have created a catalyst for the idea, though. ¡°We have been working on this for some time with a variety of retailers and testing it,¡± said?Jason Johnson, the co-founder and CEO of August, in an interview. ¡°It¡¯s now coming along very fast.¡±The advantage of partnering with Deliv is that it will give August a potential funnel of partners that it can pitch to expand the kinds of delivery services it is already using Deliv to fulfil. The UPS-backed startup says it?has a footprint roughly the size of Amazon Prime Now¡¯s next-day service, works with some 4,000 retailers that cover not just big retailers like Best Buy and Macy¡¯s, but also online businesses like BloomThat and Plated.¡°Through this unique partnership, we are bringing a bit of magic to the shopping experience,¡± said Daphne Carmeli, CEO of Deliv, in a statement. ¡°Deliv provides the last mile fulfilment solution for a broad retailer network across the country while August Home supplies the technology to take the final step into the home for a totally seamless experience, start to finish.¡±August says that August Access will appear as another delivery option in cases where a merchant is participating in the program, and those who have the required smart lock on their doors can select it. When they do, August generates a one-time passcode for the Deliv courier. When the courier rings the customer¡¯s doorbell, a notification gets sent to the August app, and if you are not physically there to let the courier in, the code gets used to drop off the package.Johnson admitted that he gets a lot of questions about the trust issue involved with this service: are people really ready to allow others they don¡¯t know into their house to drop off parcels when they are not home?While August has been running its trials with Walmart, it¡¯s also been carrying out some market research to see how people in general feel about the idea. The results are not a resounding ¡°YES!¡±, but they¡¯re not completely discouraging, either.¡°We now have data that tells us that about one-third of Americans, when presented with this, are more or less strong in their reaction to say no,¡± he said. ¡°But it¡¯s not, ¡®Absolutely not, I¡¯ll never do this¡¯. Some may not be open to it and that¡¯s fine, but we found that one-third [of respondents] are excited about it. Maybe they have had packages stolen or are already giving access to dog walkers or others and are comfortable with the idea.¡±Interestingly, Johnson believes that the proportion who are more wary could potentially be won over because of a gradual shift we¡¯ve seen not just in more smart home gadgetry adoption, but in a bigger take-up of other services in the sharing economy. ¡°We have to prove to them that this works,¡± he said. ¡°Think about other things we share now that we wouldn¡¯t have before, think about Airbnb. You need validation from friends.¡±And for those who need more than a good word, August is also offering a camera feature to watch the delivery live or play it back later.One other reason why retailers might be keen to try this out, and users might start demanding such a service, is because the giant retailing elephant in the room.Amazon has also been rolling out an in-home delivery option, by way of two new products in its connected home strategy, a home camera service called?Cloud Cam and Key, Amazon¡¯s smart lock initiative. The idea here is that Amazon delivery people can use the two in tandem in cases where a customer has opted for in-home delivery, both to access your home and to record the event to give you peace of mind.Amazon¡¯s service was announced just a week after August was acquired by Assa Abloy, and a month after its trial with Walmart began. But although they may all compete, there may be opportunities for collaboration, too.¡°We applaud what Amazon is doing, and we think the Key program is pretty cool if you want to buy 100% of what you want from Amazon,¡± Johnson said with his tongue in his cheek only a little. ¡°But we believe people like choice and flexibility. So we want to provide our system in an open way that could potentially also include Amazon, if you are comfortable giving Amazon access.¡±Indeed the Deliv relationship is key to August Access today, but it¡¯s not exclusive and potentially leaves many regions (including the rest of the world outside the US) untouched, leaving the door open for more partnerships.¡°August maintains a relationship with Amazon as well, and we hope to share news on us working on delivery as well with them,¡± Johnson said."
35,gadgets,"Libratone has been around for almost ten years, but for the longest time, the company was mostly known for its Bluetooth speakers. With the launch of the Pixel 2, Google chose Libratone as one of its first ¡°Made for Google¡± headset partners, which gave the company¡¯s headset lineup a bit of a boost. Now, at CES, the company is launching its latest headset, the?Libratone?TRACK+ Wireless In-Ear.There¡¯s obviously nothing new about wireless in-ear headsets (you can get one that¡¯s good enough for many people for under $30 these days). What¡¯s interesting here is that Libratone is building adaptive adjustable noise cancelling into this pair.Libratone¡¯s other noise cancelling headsets already give you the option to switch between four noise cancelling levels, depending on your environment. The TRACK+ earphones will automatically do this for you. With that, Libratone is following in the footsteps of Beats, which also recently announced its Studio 3 over-ear headsets with a similar feature.In my experience with the company¡¯s Q Adapt on-ear headset, Libratone¡¯s noise cancellation works well enough, though at its higher settings, there is a hiss that¡¯s significantly more noticeable than what I¡¯m used to from my Bose headset. On the other hand, though, you¡¯re not really going to notice that when you¡¯re in the kind of noisy environment where you want to use that setting.The new headsets will come in two colors: ¡°stormy black¡± and ¡°cloudy white.¡±?They will start retailing at Amazon and other retailers for $199 in early 2018."
36,gadgets,"Nokia¡¯s health division, which is the result of the Withings acquisition, is announcing some new stuff at CES in Las Vegas. First, there¡¯s a new sleep sensor called Nokia Sleep. In addition to monitoring your sleep, the device can help you trigger actions using IFTTT when you get in and out of bed.Withings already had a sleep-focused device called the Withings Aura. It was a package with both a sleep sensor and a bedside unit with an alarm and a speaker. Nokia is dropping the bedside unit and the price tag of its new device.The new sensor works using Wi-Fi instead of Bluetooth LE and is going to ship at some point during the first quarter of 2018 for $100.After putting the device under your mattress, you can look at your sleep cycles in the Nokia Health Mate app, such as light sleep, deep sleep and rapid-eye-movements phases. The Nokia Sleep can also track your snoring.But the best feature is that the device works with IFTTT. You can pair the Nokia Sleep with other devices in case you¡¯re really into automation. For instance, when you get out of bed in the morning, the Nokia Sleep could tell IFTTT to switch on the lights, raise the temperature, open the blinds and more.In addition to this new device, Nokia is shipping an update to the Nokia Health Mate app. It now integrates with Alexa, which means that you can ask your Amazon Echo about your sleep or your weight. The Alexa skill is now available in beta.Nokia is also releasing a rose gold version of the Nokia Steel HR smartwatch. It will cost between $180 and $250 with a silicone or leather band and it¡¯s going to be available next month."
37,gadgets,"Remember Lady Gaga¡¯s Super Bowl halftime show with the drones that made the light show? A scaled-down version of that system now works indoors, Intel says, making it perfect for conferences, Vegas shows and bar mitzvahs.These drones opened Intel¡¯s CES keynote. A dozen or so took the stage and danced above a projected piano, playing a tune reminiscent of Tom Hanks¡¯ performance in Big.Intel isn¡¯t saying what advancements were made to bring the drone show indoors. This platform in late 2016 and I got a behind-the-scene look at the system prior to its first show at Disney World. It¡¯s impressive.One person controls the army of drones thanks to a sophisticated control platform that pre-plans the route of each drone. At that time Intel engineers told me that the system can control an unlimited amount of drones. In the version I saw, the drones used GPS to stay in place and the drones lacked any collision detection sensors.Called the Shooting Star Mini (the outdoor version is called Shooting Star), this system uses a different type of location detection system when GPS is unavailable.How much does it cost to rent an indoor Intel drone show? Intel didn¡¯t release a price list but I¡¯m sure it¡¯s not inexpensive."
38,gadgets,"As drones increase in availability, more organizations and governments are looking for ways to protect assets from nefarious drones. Fortem has developed a system called DroneHunter that, well, hunts drones. Literally. DroneHunter involves detecting and then removing drones by shooting them down or capturing them with another drone. This is dogfighting with drones.The system uses radar to monitor a designated area and identify potential bad actors. Once a target is identified, a large six rotor drone is deployed that can be equipped with several different takedown devices. This drone then intercepts the rogue drone and shoots a net at the target drone to either cause the drone to crash or tether it to the larger drone. Fortem says this system works with drones traveling up to 100 miles per hour.As we explained last year, Fortem acquired its core radar technology in 2016 from IMSAR, and over the last year has adapted it so that the system can be exported around the world, leased or purchased outright within the typical security budget for a variety of venues, and can work with any security-grade drones.The Utah-based startup raised $5.5 million last year to bring this product to market.This system is now available for purchase at an unnamed cost from Fortem though it seems sales will be limited to defense and federal government customers."
39,gadgets,"For the longest time, we¡¯ve been waiting for Google to bring its Assistant to devices with a screen. After all, voice assistants are great ? until you need some visual information to go with their answers. To address this, Amazon launched the Echo Show and Spot last year and now it¡¯s Google¡¯s turn. But it¡¯s not launching a Google Home with a screen. Instead, the company today announced it is working with JBL, Lenovo, LG and Sony to launch new smart displays later this year.Gummi Hafsteinsson, the product management director for Google Assistant, told me these touch-enabled devices, which Google likes to call ¡°smart displays,¡± will support all of the standard Google services you would expect to find on what is essentially a Google Home with a screen. Think YouTube, Google Photos, Duo for video calling and more. In addition, though, Google will open the platform to developers, who will be able to write their own actions (which is what Google now calls any¡¦ well¡¦ action you perform with the Assistant).The smart displays also will feature all of the usual Google notifications, similar to the old Google Now screen on Android. This means you¡¯ll see upcoming appointments, reminders, a graphical view of what traffic on your route to work looks like, etc. And while it¡¯s not in use, the display can show you photos from Google Photos, just like your Chromecast.Given that these are Google-enabled displays, you¡¯ll even be able to cast videos directly to them, though, given their size, that¡¯s probably only interesting if you plan on watching a lot of YouTube videos in your kitchen.¡°One thing we¡¯ve noticed is that as people have conversations with the Assistant, there are times where you would love to have a device with a screen,¡± Hafsteinsson told me ahead of the announcement.Prices for these smart displays will likely fall in around $200. Lenovo plans to charge $199 for the eight-inch version of its Smart Display and $249 for its 10-inch display. Other partners haven¡¯t announced pricing yet. Most of the devices we¡¯ve seen so far feature HD displays and all of the usual connectivity options.For now, it¡¯s not clear when exactly these devices will go on sale, but JBL says it will sell its JBL View in the summer (but only in the U.S.) and Lenovo is targeting a similar date.It¡¯s worth noting that there¡¯s another partner involved here, too: at the heart of these devices is Qualcomm¡¯s new Home Hub platform. The company is launching two new system on chips at CES this year (the SDA 624 and SDA 212) that support Google¡¯s Android Things platform. The 624, specifically, is what¡¯s powering these smart displays thanks to its support of video cameras and touch displays.Seshu Madavapeddy, Qualcomm¡¯s VP of product management for IoT, told me his company is making a major investment in IoT devices for the home and he believes that Google is taking the right approach by making Android Things ? and hence the Google Assistant ? available on multiple platforms.Google also is bringing the Assistant to more Android TV devices. So far, the Sony Bravia TVs and Nvidia¡¯s Shield TV were the only ones, but now?Changhong, Funai and Haier are also on board and LG will soon launch a new line of LG TVs with the Assistant built in, too.Google also is expanding its partner ecosystem in the headphone space, where JBL, LG and Sony are launching headphones that are optimized for use with the Assistant (so you can walk down the Las Vegas Strip and talk to the Assistant).While it¡¯s no surprise that Google is interested in these smart displays, it¡¯s a bit of a surprise that it¡¯s working with partners first and not launching its own Google Home-branded device. Hafsteinsson likened this to Google¡¯s approach to Assistant-enabled headphones. It launched these with Bose first and only then announced its own Pixel Buds (to middling reviews). Since we¡¯ve already heard rumors about Google building its own device, though, I wouldn¡¯t be surprised if Google launched its own smart display sometime in 2018, too.Hafsteinsson also stressed that Google worked very closely with these partners. ¡°We want to make sure we deliver a really good experience,¡± he told me, stressing that in these early days ¡°you want to make sure that the quality matters as much as the quantity.¡± He also noted that opening up the Assistant ecosystem allows for more differentiation. ¡°People have preferences for a particular design, audio quality, etc.,¡± he told me. ¡°People look at other factors beyond the assistant.¡±"
